회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
한국장묘개발(주),"KOREA JANG-MYO CO,.",한국장묘개발, ,장사인,기타법인,130111-0053239,135-81-32603,경기도 수원시 장안구 정자동 91,http://www.goutopia.co.kr,,"화장터 운영, 묘지 분양 및 관리업",1999-07-01,12월
한국제지공업협동조합,Korea Paper Industry Cooperrative,한국제지공업협동조합, ,권혁홍,기타법인,114650-0001294,220-82-00444,"서울특별시 강남구 강남대로 354 405호(역삼동, 혜천빌딩)", ,,산업 단체,1962-05-03,12월
한국증권업협회,Korea Securities Dealers Association,한국증권업협회, ,황건호,기타법인,116171-0008070,116-82-00349,서울특별시 영등포구 여의도동 증권업협회 21층 증권산업지원부,www.ksda.or.kr,,협회 및 단체,1953-11-18,03월
한국타이어나눔재단,HANKOOKTIRE FOUNDATION,한국타이어나눔재단, ,조희경,기타법인,115122-0001565,220-82-01860,"서울특별시 서초구 서초대로74길 23 (서초동, 서초타운트라팰리스) 707호",hankooktirefoundation.or.kr/,,그 외 기타 협회 및 단체,1990-12-10,12월
한국통합상조(주),"Korea Integrated Mutual Aid Co., Ltd",한국통합상조, ,이성욱,기타법인,110111-5136018,106-86-93970,"서울특별시 용산구 한강대로 397 6층 (동자동, 부양빌딩)", ,,장례식장 및 장의관련 서비스업,2013-05-15,12월
(주)한국티씨엠,hanguktcm,한국티씨엠, ,강종수,기타법인,131411-0159387,134-86-17429,대구광역시 수성구 달구벌대로 3173 (매호동)4층 (주)한국티씨엠, ,,전문가 단체,2004-09-13,12월
한근자동차공업(주),hangunmotors,한근자동차공업, ,이한근,기타법인,134111-0052427,138-81-12829,경기도 안양시 동안구 시민대로 367 (관양동),www.hkmotors.net,,자동차 수리 및 세차업,1996-11-27,12월
한남기업 주식회사,HANNAM Corp,한남기업, ,손성학,기타법인,110111-1466401,214-86-19010,"서울특별시 서초구 청계산로 195 (신원동, 프라임시티) 204호", ,,그 외 기타 협회 및 단체,1997-10-01,12월
한라상조(주),"HANLA MUTUAL AID Corp, LTD",한라상조, ,문병우,기타법인,230111-0097707,610-81-67883,"경기도 용인시 기흥구 흥덕1로 13 (영덕동, 흥덕IT밸리) 타워동 에이 603호",www.hanlasangjo.com,,장례식장 및 장의관련 서비스업,2003-08-07,12월
재단법인한반도평화만들기,koreapeacefoundation,한반도평화만들기, ,홍석현,기타법인,110322-0049285,351-82-00210,서울특별시 성북구 성북로 148 (성북동),www.koreapeace.foundation/,,그 외 기타 협회 및 단체,2017-11-20,12월
(주)한솥,"HANSOT CO.,LTD",한솥, ,이영덕,기타법인,110111-0619829,214-81-96569,"서울특별시 강남구 강남대로 318 역삼동, 타워837 8~9층",www.hsd.co.kr,,기타 개인 서비스업,1989-04-03,12월
재단법인 한우리나눔재단,FOUNDATION OF HANWOORINANUM,한우리나눔재단, ,선우중호,기타법인,131222-0001331,126-82-13176,경기도 여주시 능서면 능여로 344, ,,그 외 기타 협회 및 단체,2012-11-20,12월
한울아이디 주식회사,hanulid,한울아이디, ,이영범,기타법인,135511-0277901,686-86-00093,"경기도 안산시 상록구 원당골1길 1 201호(수암동, 펠리체)", ,,그 외 기타 협회 및 단체,2015-03-13,12월
주식회사 한원컨벤션,hanwonconvention,한원컨벤션, ,김금옥,기타법인,211111-0038986,401-81-51958,"전라북도 군산시 대학로 430 (나운동, 궁전웨딩홀)", ,,예식장업,2013-09-13,12월
(주)한일공업,Corp.HANIL Company,한일공업, ,권기대,기타법인,170111-0177114,503-81-46241,경상북도 포항시 남구 섬안로45번길 26 (괴동동), ,,자동차 종합 수리업,2011-12-28,12월
한일전기씨에스 주식회사,"HANIL ELECTRIC CS CO., LTD.",한일전기씨에스, ,김범수,기타법인,110111-3541152,107-86-83330,"서울특별시 영등포구 당산로33길 7 1층 (당산동3가, 성화빌딩)",www.hanilelec.co.kr,,가전제품 수리업,2006-10-12,12월
한진흥업 주식회사,"Hanjin Heungup Co.,ltd",한진흥업, ,왕성희,기타법인,110111-0020810,203-81-43500,서울특별시 중구 필동로5길 7 (필동3가) 라비두스, ,,예식장업,1970-03-17,12월
(주)한효라이프,"Hanhyo Life co., Ltd.",한효라이프, ,정재섭,기타법인,190111-0059326,608-81-61417,"경상남도 창원시 마산회원구 북성로 118 403(회원동, 한효프라자)", ,,장례식장 및 장의관련 서비스업,2006-01-03,12월
해영선박(주),"Haeyoung Maritime Services Co., Ltd.",해영선박, ,권주석,기타법인,180111-0516766,602-81-36225,부산광역시 중구 중앙대로 63 부산우체국보험회관 7층 (중앙동3가), ,,그 외 기타 분류 안된 개인 서비스업,2005-04-14,12월
(주)해운대레저,HAEUNDAE LESURE,해운대레저, ,정영식,기타법인,180111-0626614,617-81-70884,"부산광역시 해운대구 해운대로 814 (좌동, 세종월드프라자)",www.hltown.co.kr,,"미용, 욕탕 및 유사 서비스업",2008-03-21,12월
주식회사 해태산업,HAETAE INDUSTRY INC.,해태산업, ,오희영,기타법인,160111-0385991,318-81-05638,"대전광역시 유성구 동서대로 639 (원신흥동, 라도무스아트센터) 1층", ,,예식장업,2014-11-28,12월
(주)해피맘월드,HAPPYMOM WORLD,해피맘월드, ,손남경,기타법인,110111-5196377,220-88-62516,"서울특별시 송파구 법원로 114 C동 301,303호 (문정동, 엠스테이트)",www.happymomw.com,,마사지업,2013-08-01,12월
해피엔딩 주식회사,Happyending.Co.Ltd,해피엔딩, ,박덕만,기타법인,110111-3621764,110-81-77620,"경기도 구리시 한다리길 29 (교문동, 해피엔딩빌딩)", ,,장례식장 및 장의관련 서비스업,2007-02-16,12월
주식회사 행복,hangbouk,행복, ,최경달,기타법인,220111-0067124,616-81-67576,"제주특별자치도 제주시 과원로 70 (연동, 부림랜드)", ,,욕탕업,2008-08-29,12월
재단법인 행복그린넷,Happy Green Net Foundation,행복그린넷, ,최승원,기타법인,134622-0001968,125-82-11175,경기도 안성시 공도읍 기업단지로 264 (용두리),happygr.org,,통신장비 수리업,2011-11-17,12월
(주)행복드림,happydream,행복드림, ,"채하기, 채인기",기타법인,200111-0311195,410-86-46089,광주광역시 광산구 무진대로 266 (우산동),http://xn--lz2b888b.com/,,장례식장 및 장의관련 서비스업,2011-01-12,12월
재단법인 행복커넥트,happyconnect,행복커넥트, ,이준호,기타법인,160122-0008681,314-82-16576,"대전광역시 동구 계족로 151 (대동, 대전지식산업센터) 5층",happyconnect.co.kr/,,통신장비 수리업,2013-04-01,12월
(주)헤리티지산후조리원,Heritage Postpartum Care Center,헤리티지산후조리원, ,이수진,기타법인,110111-5271161,120-88-05345,"서울특별시 강남구 삼성로 635 (삼성동, 한섬빌딩)", ,,개인 간병 및 유사 서비스업,2013-11-19,12월
현대강남자동차서비스(주),HYUNDAI GANGNAM,현대강남자동차서비스, ,권오규,기타법인,110111-1989776,214-86-60654,"서울특별시 서초구 마방로 26 (양재동, 현대기아자동차서비스)", ,,자동차 종합 수리업,2000-06-07,12월
(주)현대기아남구정비서비스,HYUNDAI-KIASERVICE,현대기아남구정비서비스, ,전용근외1,기타법인,180111-0069129,617-81-02862,"부산광역시 남구 신선로 340 (용당동, 기아자동차금성정비)",www.hyundai-kiaservice.co.kr/,,자동차 종합 수리업,1986-11-01,12월
현대디지텍(주),"Hyundai Digitech co., Ltd",현대디지텍, ,김승기,기타법인,110111-2166480,214-86-76608,서울특별시 용산구 원효로3가 53-5 청진빌딩 13층,www.hdigitech.com,,컴퓨터 및 주변 기기 수리업,2001-02-08,12월
주식회사 현대서대구정비센타,Hyundai Seodaegu ,현대서대구정비센타, ,최봉순,기타법인,170111-0023408,503-81-08039,대구광역시 달서구 달구벌대로308길 24 (감삼동), ,,자동차 종합 수리업,1981-11-20,12월
현대서부서비스(주),Hyundai Seobu Service Company,현대서부서비스, ,박종관,기타법인,200111-0482871,733-88-00637,"광주광역시 서구 풍서좌로 247 (세하동, 현대서부서비스(주))", ,,자동차 종합 수리업,2017-01-18,12월
현대에스라이프 주식회사,"HYUN DAI S LIFE CO.,LTD",현대에스라이프, ,이봉상,기타법인,170111-0219536,504-81-45435,대구광역시 동구 안심로 52 (율하동),songjo114.net,,장례식장 및 관련 서비스업,2002-03-15,12월
현대영등포서비스,"HYUNDAI YUNGDEUNGPO SERVICE,INC",현대영등포서비스, ,임경표,기타법인,110111-2998768,117-81-50151,서울특별시 영등포구 문래동1가 22-19, ,,자동차 종합 수리업,2004-05-01,12월
(주)현대자동차충청써비스,HyundaiCarCHService,현대자동차충청써비스, ,김송,기타법인,164811-0030176,312-81-68805,충청남도 아산시 곡교천로125번길 35 (실옥동), ,,자동차 종합 수리업,2004-10-30,12월
재단법인 현대중공업그룹일퍼센트나눔재단,HHI GROUP 1PERCENT NANUM FOUNDATION,현대중공업그룹일퍼센트나눔재단, ,권오갑,기타법인,110322-0038361,104-82-12158,"서울특별시 종로구 율곡로 75 (계동, 현대빌딩) 14층", ,,그 외 기타 협회 및 단체,2011-12-06,12월
현대증권노동조합,Hyundai Securities Trade Union,현대증권노동조합, ,민경윤,기타법인,254143-0013526,107-82-61231,서울특별시 영등포구 여의도동현대증권빌딩 10층 노동조합, ,,그 외 기타 분류 안된 개인 서비스업,1980-05-12,12월
(재) 현대차 정몽구 재단,Chung Mong-Koo Foundation,현대차정몽구재단, ,권오규,기타법인,110122-0045013,101-82-15971,"서울특별시 종로구 율곡로 75 (계동, 현대빌딩) 3층",www.hyundai-cmkfoundation.org/,,그 외 기타 협회 및 단체,2007-11-16,12월
주식회사 현진시닝,HYUNJIN SEENING CORP.,현진시닝, ,이호성,기타법인,110111-3538000,101-86-26646,경기도 과천시 향나무로 6 (과천동),www.hyunjinsn.com,,장례식장 및 장의관련 서비스업,2006-10-09,12월
(주)현한,hyunhan,현한, ,김한성,기타법인,110111-3920322,206-86-28352,서울특별시 성동구 성수1가1동 656 ~661,jsuysu@hanmail.net,,"화장터 운영, 묘지 분양 및 관리업",2008-06-23,12월
협신자동차서비스(주),HYUPSINMOTORS CO. LTD,협신자동차서비스, ,"심영태, 서성대",기타법인,180111-0466763,607-81-67039,부산광역시 연제구 월드컵대로 180,www.hyupsinmotors.com,,자동차 종합 수리업,2003-11-11,12월
호국장학재단,hoguk foundation,호국장학재단, ,장수만,기타법인,114222-0006142,106-82-05920,서울특별시 용산구 용산동3가 국방부 별관B112호,hoguk.or.kr,,그 외 기타 협회 및 단체,1992-06-24,12월
호남문화재단,honam foundation for arts and culture,호남문화재단, ,허진규,기타법인,215122-0007306,402-82-18212,전라북도 전주시 덕진구 정여립로 1083 (만성동), ,,그 외 기타 협회 및 단체,2006-06-29,12월
재단법인 호반문화재단,Hoban Culture Foundation,호반문화재단, ,우현희,기타법인,204122-0001971,410-82-13519,"광주광역시 서구 상무대로 943 (쌍촌동, 호반건설), 5층", ,,그 외 기타 협회 및 단체,2004-10-14,12월
재단법인 호반장학회,Hoban scholaship foundation,호반장학회, ,김상열,기타법인,204122-0000345,410-82-11355,"광주광역시 서구 상무대로 943 (쌍촌동, 호반건설) 5층", ,,그 외 기타 협회 및 단체,1999-11-12,12월
주식회사 호산산후웰빙센타,"HOSAN POSTPARTUM CARE WELLBING CENTER CO., LTD",호산산후웰빙센타, ,조인수,기타법인,110111-1558612,203-81-26535,서울특별시 강남구 신사동 616-3, ,,개인 간병 및 유사 서비스업,1998-06-23,12월
주식회사 호안,HOAN,호안, ,오승현,기타법인,134611-0105052,519-88-01632,"경기도 안성시 공도읍 송원길 43 ,3층 (만정리)", ,,이용 및 미용업,2020-04-20,12월
주식회사 홍인개발,"HONG IN Co.,Ltd",홍인개발, ,유선종,기타법인,170111-0457920,502-86-16579,대구광역시 동구 안심로22길 14 (율하동), ,,욕탕업,2012-04-13,12월
주식회사홍진,hongjin,홍진, ,윤진근,기타법인,170111-0814823,353-81-02385,대구광역시 수성구 청호로85안길 11 (범어동) 101호, ,,"화장터 운영, 묘지 분양 및 관리업",2021-04-09,12월
홍학산업개발,HONGHAK,홍학산업개발, ,도동학,기타법인,220111-0072412,616-81-73909,"제주특별자치도 제주시 서해안로 236 (도두일동, 도두해수파크)", ,,욕탕업,2009-09-22,12월
화성상용서비스(주),"hsa sung co.,ltd",화성상용서비스, ,이종명,기타법인,135811-0159161,124-86-73365,경기도 화성시 양감면 암소고개로 255-18 (요당리)583-5, ,,자동차 종합 수리업,2008-10-01,12월
주식회사 화이트 클린,WHITE CLEAN,화이트클린, ,조성철,기타법인,220111-0163857,322-87-00798,제주특별자치도 제주시 애월읍 하소로 571, ,,세탁물 공급업,2017-06-20,12월
주식회사 황금스파,goldspa,황금스파, ,백승수,기타법인,110111-4597914,201-86-20919,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아) 지하2층 2001,2002,2005호", ,,욕탕업,2011-09-20,12월
황태자온천스포츠 주식회사,Prince Sports Spa,황태자온천스포츠, ,김점호,기타법인,180111-0406727,617-81-39694,부산광역시 사상구 주례1동, ,,욕탕업,2002-04-30,12월
효경라이프(주),"HYOEVENT CO., LTD. ",효경라이프, ,류준근,기타법인,180111-0629577,605-81-88173,부산광역시 부산진구 중앙대로 980 (양정동) 3층,hyoevent.co.kr,,장례식장 및 장의관련 서비스업,2008-04-14,12월
효명레저산업(주),"Hyomyung Leisure Industry Co.,Ltd",효명레저산업, ,정수화,기타법인,150111-0074299,301-81-69954,충청북도 청원군 부용면 문곡리 산234번지,www.spais.co.kr,,욕탕업,2003-06-12,12월
(주)효원상조,"HYOWONSANGJO MUTUAL AID Co.,Ltd.",효원상조, ,이선주,기타법인,134211-0067226,126-81-81624,서울특별시 강동구 풍성로38길 9 바로빌딩 3층 (성내동),www.hwsj.co.kr,,장례식장 및 장의관련 서비스업,2004-09-23,12월
재단법인 효정글로벌통일재단,HJ Global Unification Foundation,효정글로벌통일재단, ,김석병,기타법인,111422-0009692,105-82-11768,"서울특별시 마포구 마포대로 34 (도화동, 도원빌딩)", ,,기타 종교 단체,2000-06-26,12월
(주)효진산업개발,Hyojin Industrial Development,효진산업개발, ,박은희,기타법인,134811-0566820,590-87-01916,경기도 화성시 동탄역로 56 (오산동),경기도 화성시 동탄역로 56(오산동),,자동차 세차업,2020-07-01,12월
(주)훼미리월드,FAMILY WORLD,훼미리월드, ,김성권,기타법인,134111-0091532,123-81-73504,서울특별시 서초구 서초중앙로18길 43 (서초동),www.saunapark.co.kr,,욕탕업,2001-12-15,12월
휴먼라이프 주식회사,HUMANLIFE,휴먼라이프, ,박남하,기타법인,110111-4818245,114-86-94252,서울특별시 서초구 언남12길 12 (양재동) 1층 휴먼라이프,humanlifesj.com/,,장례식장 및 장의관련 서비스업,2012-03-13,12월
주식회사 휴민시티,MUNYOUNG INT CO.LTD,휴민시티, ,김동일,기타법인,110111-4132405,211-88-29911,서울특별시 강남구 논현로 742 (논현동),www.patio9.com,,예식장업,2009-07-07,12월
(주)흥지디앤피,heungdnp,흥지디앤피, ,문병철,기타법인,110111-3294404,220-87-17561,서울특별시 종로구 돈화문로4길 29 (종로3가) 2층, ,,산업 단체,2005-10-07,12월
주식회사희경이엔씨,hee kyung E&C,희경이엔씨, ,강재철,기타법인,180111-1295038,258-86-01806,"부산광역시 사하구 하신중앙로 331 (하단동, 하이웰빌딩)6층", ,,산업 단체,2020-06-08,12월
